symbol,oos_accuracy,oos_f1,n_windows,n_predictions,n_features,n_rows
CIPLA,0.4965277777777778,0.5760233918128655,6.0,576,50.0,1046.0
LUPIN,0.5099667774086378,0.6270543615676359,6.0,602,50.0,1093.0
TORNTPHARM,0.5034013605442177,0.6217616580310881,6.0,588,50.0,1067.0
DIVISLAB,0.48878923766816146,0.5403225806451613,6.0,669,50.0,1216.0
ALKEM,0.5050505050505051,0.5625,6.0,594,50.0,1080.0
AUROPHARMA,0.5141509433962265,0.4607329842931937,6.0,636,50.0,1154.0
HINDUNILVR,0.5251798561151079,0.5672131147540984,6.0,556,50.0,1009.0
NESTLEIND,0.48545454545454547,0.5744360902255639,6.0,550,50.0,999.0
ITC,0.5061946902654867,0.5230769230769231,6.0,565,50.0,1026.0
BRITANNIA,0.5230202578268877,0.6081694402420574,6.0,543,50.0,986.0
TATACONSUM,0.5287356321839081,0.594059405940594,6.0,609,50.0,1106.0
MARICO,0.49480968858131485,0.5335463258785943,6.0,578,50.0,1050.0
COLPAL,0.48606271777003485,0.594222833562586,6.0,574,50.0,1042.0
RELIANCE,0.49230769230769234,0.5322834645669291,6.0,585,50.0,1061.0
ONGC,0.5126582278481012,0.5698324022346368,6.0,632,50.0,1148.0
GODREJCP,0.4803921568627451,0.5210843373493976,6.0,612,50.0,1111.0
NTPC,0.49421487603305786,0.6295399515738499,6.0,605,50.0,1098.0
POWERGRID,0.49498327759197325,0.628992628992629,6.0,598,50.0,1086.0
BPCL,0.5007974481658692,0.5634588563458857,6.0,627,50.0,1140.0
COALINDIA,0.496742671009772,0.6053639846743295,6.0,614,50.0,1114.0
GAIL,0.5266030013642565,0.6433710174717369,6.0,733,50.0,1330.0
TATAPOWER,0.4971671388101983,0.6024636058230683,6.0,706,50.0,1281.0
HINDALCO,0.4923547400611621,0.5743589743589743,6.0,654,50.0,1187.0
JSWSTEEL,0.5677830940988836,0.5924812030075188,6.0,627,50.0,1140.0
TATASTEEL,0.5069252077562327,0.6252631578947369,6.0,722,50.0,1312.0
NMDC,0.49768875192604006,0.516320474777448,6.0,649,50.0,1177.0
SAIL,0.5375375375375375,0.5989583333333334,6.0,666,50.0,1210.0
VEDL,0.5647590361445783,0.6212319790301442,6.0,664,50.0,1206.0
LT,0.5457570715474209,0.657465495608532,6.0,601,50.0,1091.0
SIEMENS,0.5358166189111748,0.6501079913606912,6.0,698,50.0,1268.0
BHEL,0.5180878552971576,0.6142709410548087,6.0,774,50.0,1405.0
POLYCAB,0.5234113712374582,0.6485819975339088,6.0,598,50.0,1086.0
ABB,0.5110192837465565,0.6358974358974359,6.0,726,50.0,1317.0
HAVELLS,0.5050359712230216,0.5656565656565656,6.0,695,50.0,1261.0
BHARTIARTL,0.5677530017152659,0.6631016042780749,6.0,583,50.0,1060.0
CUMMINSIND,0.5248796147672552,0.645933014354067,6.0,623,50.0,1131.0
INDUSTOWER,0.5094637223974764,0.5039872408293461,6.0,634,50.0,1151.0
ULTRACEMCO,0.5093378607809848,0.5889046941678521,6.0,589,50.0,1069.0
GRASIM,0.5131147540983606,0.6147859922178989,6.0,610,50.0,1108.0
AMBUJACEM,0.49282296650717705,0.5891472868217055,6.0,627,50.0,1138.0
ASIANPAINT,0.5022900763358779,0.516320474777448,6.0,655,50.0,1190.0
SHREECEM,0.5008375209380235,0.565597667638484,6.0,597,50.0,1084.0
TITAN,0.5148367952522255,0.5725490196078431,6.0,674,50.0,1224.0
PIDILITIND,0.512630014858841,0.5869017632241813,6.0,673,50.0,1221.0
BERGEPAINT,0.5334323922734027,0.6180048661800487,6.0,673,50.0,1221.0
VOLTAS,0.505524861878453,0.5846867749419954,6.0,724,50.0,1316.0
PAGEIND,0.5062937062937063,0.5433376455368694,6.0,715,50.0,1298.0
DLF,0.5046235138705416,0.6161719549641761,6.0,757,50.0,1374.0
DMART,0.49067431850789095,0.5298013245033113,6.0,697,50.0,1265.0
ADANIENT,0.5027932960893855,0.5898617511520737,6.0,716,50.0,1300.0
GODREJPROP,0.5045871559633027,0.579064587973274,6.0,763,50.0,1386.0
ADANIPORTS,0.5395799676898223,0.5304777594728172,6.0,619,50.0,1124.0
BEL,0.46697388632872505,0.5922444183313749,6.0,651,50.0,1183.0
IRFC,0.5580246913580247,0.4492307692307692,6.0,405,50.0,735.0
HAL,0.5373831775700935,0.6550522648083623,6.0,642,50.0,1165.0
ETERNAL,0.5024752475247525,0.5270588235294118,6.0,404,50.0,733.0
AVERAGE,0.5090109506148442,0.57628613003257,6.0,60716,49.44329896907217,1136.5463917525774
